Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Perú,PER,Comercio (% del PIB),NE.TRD.GNFS.ZS,40.48130752,43.00818805,41.92622851,40.02640036,37.31221613,34.66368268,34.72761708,35.59791635,36.98378392,34.28676238,32.99367588,28.61499979,28.14686136,28.67298866,35.46343433,31.9224799,31.41887679,37.5938277,39.71091494,45.58713543,47.64339805,41.28004986,41.07045394,43.2368002,39.19006131,44.87870948,34.51633162,27.35090838,33.22179096,22.5367606,29.4696769,26.40501376,27.8434233,28.4998245,28.92299577,30.92721785,31.65420409,33.46954585,32.95302179,33.20577656,35.53803216,35.06440143,35.24918133,37.62461033,41.93607827,47.35731748,51.78505603,55.68811328,58.43376739,48.11192962,51.67280894,55.98828028,52.61989526,49.77670278,46.78524633,45.13394466,45.25473753,46.86707956,
Perú,PER,Balanza comercial de bienes y servicios (% del PIB),NE.RSB.GNFS.ZS,-0.05988398,-1.392162404,-1.993627986,-3.132249241,-0.286775813,-3.322368898,-3.601364065,-4.750388296,-0.766270264,0.643450925,1.842223837,-0.935491671,-0.647086127,-2.02157146,-7.234821351,-10.79723671,-7.96071003,-6.644266506,0.65486278,8.422911079,3.397646175,-4.156443812,-3.433500474,0.233635894,4.442949701,7.411401416,-1.631108634,-2.02006556,-3.022810113,0.122512226,1.924706024,-2.232980555,-2.936163787,-3.829392748,-3.38003023,-5.727447345,-5.021164255,-4.515025338,-5.547218088,-2.412000542,-2.001284721,-1.861642387,-0.699565626,0.404723569,3.888389234,6.340204747,9.288216873,7.356119777,1.02149303,4.772175863,3.979519367,5.017239229,2.279333479,-0.170507845,-1.636805706,-2.586466315,-0.378322302,1.660000261,
Perú,PER,Balanza comercial de bienes y servicios (UMN a precios constantes),NE.RSB.GNFS.KN,5640000000,6356000000,6175000000,4654000000,4987000000,3249000000,2040000000,1271000000,5140000000,4842000000,4917000000,3354000000,5572000000,-1584000000,-6566000000,-5253000000,-1014000000,1889000000,11155000000,16198000000,4879000000,-707000000,2206000000,5730000000,11644000000,15611000000,7295000000,3728000000,4329000000,12926000000,7276000000,5454000000,4667000000,4640000000,3660000000,-3236000000,151000000,546000000,2924000000,13326000000,15993000000,18728000000,22492000000,25670000000,31414000000,36862000000,30789000000,23517000000,12060000000,23875000000,5696000000,-2320000000,-10435000000,-14781000000,-17933400800,-14396000000,-2974000000,-1887000000,
Perú,PER,Balanza comercial de bienes y servicios (UMN a precios actuales),NE.RSB.GNFS.CN,-0.042046393,-1.081859842,-1.756097607,-3.022798061,-0.334854615,-4.600546562,-5.900643685,-8.90072956,-1.701016115,1.598906113,5.298733836,-3.001121433,-2.301234329,-8.601434389,-38.80191504,-73.80182664,-71.60267077,-81.40478272,12.7900618,301.9755457,178,-380,-522,66,2711,12265,-4973,-12546,-116676,110810.1337,105222717.9,-602267100,-1326808000,-2678009100,-3332000000,-6888000000,-6809000000,-6994000000,-9019000000,-4097000000,-3614000000,-3398000000,-1348000000,827000000,8863000000,15898000000,26961000000,23517000000,3603000000,17368000000,16586000000,23734000000,11582000000,-927000000,-9344000000,-15643000000,-2447000000,11442000000,
Perú,PER,Balanza comercial de bienes y servicios (US$ a precios actuales),NE.RSB.GNFS.CD,-1540160.905,-40367904.54,-65526030.11,-112790972.4,-12494575.19,-171662185.1,-220173271.8,-294726144.4,-43953904.77,41315403.44,136918187,-77548357.45,-59463419.35,-222259286.5,-1002633464,-1822267325,-1269550900,-971417454.9,81830209.87,1344503765,616130148.8,-899834241.1,-748279816.5,40525604.81,781944043.8,1226500000,-248650000,-418200000,-466704000,27564710.57,508322303.2,-774221750.9,-1061106846,-1346342115,-1517027864,-3053462186,-2774314468,-2625375375,-3078787465,-1210518540,-1035559758,-968615489.9,-383204935,237698321.5,2596227078,4822398156,8233372015,7515819751,1231415975,5765885399,5870942622,8617697251,4391113133,-343091898.3,-3291299753,-4912385379,-725015555.1,3509062471,
Perú,PER,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,20.27059575,22.20017523,21.95992825,21.5793248,18.79949597,18.99302579,19.16449057,20.17415232,18.87502709,16.82165573,15.57572602,14.77524573,14.39697374,15.34728006,21.34912784,21.3598583,19.68979341,22.1190471,19.52802608,18.58211217,22.12287594,22.71824684,22.25197721,21.50158215,17.3735558,18.73365403,18.07372012,14.68548697,18.12230054,11.20712419,13.77248544,14.31899716,15.38979354,16.16460862,16.151513,18.3273326,18.33768417,18.99228559,19.25011994,17.80888855,18.76965844,18.46302191,17.97437348,18.60994338,19.02384452,20.50855637,21.24841958,24.16599675,28.70613718,21.66987688,23.84664478,25.48552053,25.17028089,24.97360531,24.21102602,23.86020549,22.81652992,22.60353965,
Perú,PER,Importaciones de bienes y servicios (UMN a precios constantes),NE.IMP.GNFS.KN,8295000000,10088000000,11380000000,12585000000,13441000000,15713000000,17810000000,19748000000,17953000000,17842000000,19064000000,19925000000,19871000000,22317000000,28378000000,27567000000,24094000000,24179000000,18287000000,18149000000,26092000000,30880000000,30960000000,23630000000,19897000000,17224000000,21160000000,23709000000,21278000000,17499000000,19596000000,22970000000,24999000000,25948000000,32860000000,41765000000,41807000000,46908000000,47587000000,40693000000,42239000000,43464000000,44564000000,45631000000,50379000000,56514000000,63691000000,77257000000,96556000000,81165000000,1.02739E+11,1.16707E+11,1.28375E+11,1.32055E+11,1.30747E+11,1.32018E+11,1.34031E+11,1.42383E+11,
Perú,PER,Compensación de empleados (UMN a precios actuales),GC.XPN.COMP.CN,,,,,,,,,,,,,18,21,24,32,39,55,,,,,,,,,,,,,194920000,721000000,1322000000,1999000000,2925000000,4076300000,4428200000,5518800000,6647600000,6793300000,7453600000,7456200000,7693200000,8308700000,8359500000,9077300000,9743235102,10045598378,11013733558,12159857373,13029917789,14282093490,16190122032,19008149944,22095902977,23095701812,25353344486,27043109190,
Perú,PER,"Impuestos sobre la renta, las utilidades y las ganancias de capital (% del total de impuestos)",GC.TAX.YPKG.ZS,,,,,,,,,,,,,17.77777778,28.26086957,32.20338983,26.58227848,18.81188119,16.78321678,13.52459016,20.2020202,28.05526036,17.22141823,16.49622054,13.03183576,11.7506598,10.55245941,23.85539216,21.18873894,23.05630027,17.54361479,6.323025227,8.471739935,13.9002236,16.68135845,19.74990245,19.03789715,23.96992075,24.09793583,25.15403693,27.37520275,26.97020537,27.40105434,26.65076304,30.63999971,30.2771677,31.63214816,40.5049472,43.57346155,41.46976928,38.67131482,40.02612054,44.51630905,44.33699663,40.87701181,42.13289213,38.53030503,41.64041626,40.51837722,
Perú,PER,"Impuestos sobre la renta, las utilidades y las ganancias de capital (% de la recaudación)",GC.TAX.YPKG.RV.ZS,,,,,,,,,,,,,15.38461538,25,28.35820896,23.59550562,16.66666667,15.09433962,12.54752852,18.14882033,25.9077527,15.62705187,14.92957746,11.71749599,9.786476868,9.344490934,21.53747428,19.76092978,21.33995037,16.76223496,5.437397325,6.726861086,10.96616561,13.34165192,15.41208555,14.92262923,18.41121682,18.55224236,18.97201257,19.95772089,18.82291277,20.36683285,19.6670531,23.53891007,23.89107208,24.1145254,31.68923109,33.94885886,32.24355078,29.28615727,30.35741836,33.9291181,33.95868642,31.05396484,32.24482165,29.15506723,32.63043688,30.95315536,
Perú,PER,"Impuestos sobre la renta, las utilidades y las ganancias de capital (UMN a precios actuales)",GC.TAX.YPKG.CN,,,,,,,,,,,,,8,13,19,21,19,24,33,100,264,238,371,438,935,2613,9733,13126,86000,1257000,37070000,249580000,749090000,1406030000,2525580000,3133200000,4615600000,5374900000,5821600000,6042200000,6140900000,6450400000,6412600000,8396800000,9429400000,11187500000,18423849290,22855817765,24152642278,20346338939,25801716449,33627930935,37278035400,36512407243,40157059544,34745435952,37213767778,36755412836,
Perú,PER,Recaudación impositiva (% del PIB),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,12.65359002,10.81125344,11.00086063,11.55773155,11.22907434,11.6716743,12.4930216,13.80688285,17.96171377,15.11632987,14.79299342,11.89773092,13.04040973,14.96299404,13.38210985,9.974415853,9.663582676,7.921659024,10.72389521,10.92277447,11.92571454,12.05260808,12.97214417,13.68475757,14.19981417,14.39876053,14.23480496,12.9941893,12.6086475,12.89710563,12.48714263,13.41152116,13.66336894,14.10474219,15.6699876,16.40746835,16.51217092,14.45652681,15.46657176,15.96889515,16.5466871,16.42956092,16.69571159,14.91015298,13.81708901,13.16059349,
Perú,PER,Recaudación impositiva (UMN a precios actuales),GC.TAX.TOTL.CN,,,,,,,,,,,,,45,46,59,79,101,143,244,495,941,1382,2249,3361,7957,24762,40800,61948,373000,7165000,586270000,2946030000,5389050000,8428750000,12787810000,16457700000,19255800000,22304400000,23143800000,22071800000,22769200000,23540700000,24061600000,27404700000,31143600000,35367500000,45485429711,52453527793,58241564148,52613517362,64462196432,75540698795,84078846642,89322593860,95310474822,90176903423,89369346219,90712943994,
Perú,PER,Otros impuestos (% de recaudación),GC.TAX.OTHR.RV.ZS,,,,,,,,,,,,,25,13.46153846,10.44776119,7.865168539,9.649122807,10.6918239,11.78707224,8.529945554,10.10794897,11.5561392,11.58953722,12.41305511,13.64873351,9.362371705,7.45502423,7.051668072,12.40694789,13.76183491,18.68986153,12.06754353,8.810233468,7.054034435,5.233840707,7.939970376,6.961048286,7.543913543,5.780636919,2.505367465,2.894748135,5.323465241,3.819565844,2.499439336,4.172969193,5.946561134,5.778695633,5.702919569,5.826908756,5.009658449,4.300941932,4.744195967,6.172416642,7.599132256,6.771069352,6.721205982,7.140680985,7.218841093,
Perú,PER,Otros impuestos (UMN a precios actuales),GC.TAX.OTHR.CN,,,,,,,,,,,,,13,7,7,7,11,17,31,47,103,176,288,464,1304,2618,3369,4684,50000,1032000,127420000,447730000,601820000,743400000,857670000,1667100000,1745100000,2185600000,1773800000,758500000,944400000,1686000000,1245400000,891600000,1647000000,2758800000,3359684466,3839448358,4364756342,3480422775,3655504657,4702081965,6775749898,8934853024,8432555095,8009970620,8143674107,8572033497,
Perú,PER,Impuestos al comercio internacional (% de la recaudación),GC.TAX.INTT.RV.ZS,,,,,,,,,,,,,13.46153846,17.30769231,13.43283582,22.47191011,21.92982456,24.52830189,27.37642586,28.31215971,27.08537782,28.69336835,23.90342052,21.72284644,19.46828553,22.05771913,20.82273019,21.54040708,14.39205955,18.32244299,16.51167566,9.545038003,9.481153344,11.48097717,10.20192213,9.915794688,8.904246196,8.030595374,8.834552162,8.727828241,8.103762192,7.897041783,6.704574033,6.260260148,6.075179321,5.687255891,4.087253495,2.374840991,2.550739329,2.148766009,2.121274147,1.392711217,1.390142415,1.450884308,1.437154632,1.489020621,1.407987094,1.21906523,
Perú,PER,Impuestos al comercio internacional (UMN a precios actuales),GC.TAX.INTT.CN,,,,,,,,,,,,,7,9,9,20,25,39,72,156,276,437,594,812,1860,6168,9410,14308,58000,1374000,112570000,354140000,647650000,1209940000,1671790000,2081950000,2232250000,2326600000,2710900000,2642350000,2643820000,2501080000,2186080000,2233160000,2397770000,2638500000,2376294401,1598844107,1910679595,1492839129,1802937041,1380348186,1526024225,1705910307,1789803794,1774534430,1605755539,1447582493,
Perú,PER,Aduana y otros impuestos a las importaciones (% de la recaudación impositiva),GC.TAX.IMPT.ZS,,,,,,,,,,,,,15.55555556,19.56521739,15.25423729,22.78481013,17.82178218,13.98601399,16.39344262,13.73737374,16.25929862,23.22720695,21.120498,21.24367748,22.35767249,22.58299007,21.46323529,22.71098341,14.74530831,17.65526867,10.689614,11.19778142,11.87908815,14.35491621,13.07330966,12.65030958,11.59261106,10.4311257,11.71328822,11.97161083,11.61138731,10.6244929,9.085347608,8.148821188,7.69907782,7.46023892,5.224298013,3.048115492,3.280611747,2.837368046,2.796890489,1.827290729,1.814991863,1.909830686,1.877866832,1.967836955,1.796763215,1.595783831,
Perú,PER,Aduana y otros impuestos a las importaciones (UMN a precios actuales),GC.TAX.IMPT.CN,,,,,,,,,,,,,7,9,9,18,18,20,40,68,153,321,475,714,1779,5592,8757,14069,55000,1265000,62670000,329890000,640170000,1209940000,1671790000,2081950000,2232250000,2326600000,2710900000,2642350000,2643820000,2501080000,2186080000,2233160000,2397770000,2638500000,2376294401,1598844107,1910679595,1492839129,1802937041,1380348186,1526024225,1705910307,1789803794,1774534430,1605755539,1447582493,
Perú,PER,Impuestos sobre bienes y servicios (% del valor agregado de industria y servicios),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,6.4179461,5.303999453,5.797898419,6.174276743,6.759129182,3.577738054,8.089133548,8.605229431,,,,,,,,,,,,8.764310856,9.259507589,9.012403432,10.19691617,9.708258983,9.594933861,9.731197542,9.629593513,9.000541654,8.693618496,8.460961424,8.790626642,9.270224998,9.224351612,8.896988816,8.65602989,8.890244791,9.310919604,8.897453235,9.40351882,8.911578404,8.949143678,9.1924252,9.356757592,8.943457992,7.726955291,,
Perú,PER,Impuestos sobre bienes y servicios (% de la recaudación),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,32.69230769,32.69230769,35.82089552,35.95505618,41.22807018,41.50943396,46.3878327,41.37931034,37.19332679,41.30006566,47.08249497,51.71214553,47.28909357,55.35529092,46.99165763,52.19498976,50.86848635,54.47392986,49.90172495,53.16640612,50.67384774,48.89981165,50.20299615,45.60541619,42.53315782,42.86010141,41.83612947,41.71345995,39.97008392,40.74130674,43.60426673,44.5255102,44.76866245,40.48589017,36.68027743,35.88515979,37.13074271,39.28637649,39.06438429,36.15125064,35.07096646,35.86528216,36.07818691,38.30259203,37.18331264,37.00181849,
Perú,PER,Impuestos sobre bienes y servicios (UMN a precios actuales),GC.TAX.GSRV.CN,,,,,,,,,,,,,17,17,24,32,47,66,122,228,379,629,1170,1933,4518,15479,21236,34670,205000,4085000,340210000,1972580000,3461490000,5153380000,8226770000,9575450000,10662850000,12417300000,12837500000,12628750000,13040080000,12903220000,14217520000,15883140000,17669430000,18782700000,21325601159,24159418025,27813485933,27293916519,33202038285,35830337709,38499037118,42169423286,44931056389,45646962420,42406148795,43937915169,
Perú,PER,Impuestos a las exportaciones (% de la recaudación impositiva),GC.TAX.EXPT.ZS,,,,,,,,,,,,,,,,1.265822785,5.940594059,12.58741259,13.1147541,17.77777778,13.07120085,8.393632417,5.291240551,2.915798869,1.017971597,2.326144899,1.600490196,0.385807451,0.804289544,1.52128402,8.291401573,0.819747253,0.138799974,,,,,,,,,,,,,,,,,,,,,,,,,,
Perú,PER,Impuestos a las exportaciones (UMN a precios actuales),GC.TAX.EXPT.CN,,,,,,,,,,,,,,,,1,6,18,32,88,123,116,119,98,81,576,653,239,3000,109000,48610000,24150000,7480000,,,,,,,,,,,,,,,,,,,,,,,,,,
Perú,PER,"Recaudación, excluidas las donaciones (% del PIB)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,14.62192624,12.22141693,12.49250275,13.02073554,12.67440074,12.9775959,13.46583886,15.36887364,19.45056996,16.65858928,16.34530398,13.23228747,15.65766929,16.8972701,14.82232662,10.69510878,10.44081453,8.290931057,12.46837793,13.54773589,15.00722951,14.98038195,16.41971414,17.45865312,18.38310989,18.64006972,18.76157849,17.69885611,17.9469942,17.23087543,16.76092812,17.28027719,17.20398359,18.39385202,19.9437932,20.97070941,21.15142648,18.96166552,20.28603876,20.80256177,21.51329658,21.54468552,21.7565166,19.44521372,17.40416974,16.9929393,
Perú,PER,"Recaudación, excluidas las donaciones (UMN a precios actuales)",GC.REV.XGRT.CN,,,,,,,,,,,,,52,52,67,89,114,159,263,551,1019,1523,2485,3738,9554,27963,45191,66424,403000,7499000,681640000,3654020000,6781540000,10476230000,16186390000,20996300000,24928600000,28874400000,30503700000,30063100000,32409400000,31451000000,32296800000,35310000000,39213900000,46122400000,57891047970,67041890029,74605099959,69009654360,84548963791,98406310416,1.09316E+11,1.17132E+11,1.24201E+11,1.17605E+11,1.12571E+11,1.17128E+11,
Perú,PER,Contribuciones sociales (% de la recaudación),GC.REV.SOCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.448368927,13.2116867,12.47240489,11.54910733,9.316952879,10.45041269,9.53030575,10.13713382,9.728794337,9.898926507,9.76379787,10.29392727,10.18254421,9.822269567,9.470385094,8.671744997,7.961545349,7.710838987,9.003429103,10.38893713,9.37333589,9.15221113,9.36534789,9.775168853,10.04745795,10.61811037,11.61914941,11.31887707,
Perú,PER,Contribuciones sociales (UMN a precios actuales),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50780000,490180000,851980000,1217120000,1526770000,2194200000,2389200000,2936900000,2985300000,2996900000,3185400000,3260200000,3320100000,3503800000,3737800000,4023100000,4628774715,5191265233,6744189059,7217636448,7966690445,9070967389,10280779587,11493377669,12512904285,12654090996,13251196405,13440632935,
Perú,PER,Donaciones y otros ingresos (% de ingresos),GC.REV.GOTR.ZS,,,,,,,,,,,,,13.46153846,11.53846154,11.94029851,11.23595506,11.40350877,10.06289308,7.224334601,10.16333938,7.654563297,9.258043336,9.496981891,10.08560728,16.71551183,11.44726961,9.716536479,6.738528243,7.444168734,4.45392719,6.558026285,7.384777101,8.635586422,8.471483539,12.64678547,11.16577683,13.66002513,12.87601349,14.84787455,17.19669694,20.44469511,15.37742611,16.02199609,13.35361068,11.62173187,15.0940224,13.80299632,14.37738249,13.24462932,13.88010464,14.78264537,14.63051295,14.04244017,14.25556759,13.4213095,13.71400376,10.01843299,12.28824276,
Perú,PER,Donaciones y otros ingresos (UMN a precios actuales),GC.REV.GOTR.CN,,,,,,,,,,,,,7,6,8,10,13,16,19,56,78,141,236,377,1597,3201,4391,4476,30000,334000,44710000,273990000,589890000,892780000,2072430000,2344400000,3424500000,3730400000,4556100000,5206300000,6670000000,4870200000,5224100000,4763500000,4586900000,7002600000,8024944601,9679466269,9921140397,9643098989,12564231244,14500638585,15415042130,16761308642,16714631909,16343609687,11425640427,14591709001,
Perú,PER,Capacidad de financiamiento neto (+)/necesidad de financiamiento neto (-) (% del PIB),GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,-0.843572668,-2.820326985,-1.86455265,-2.633407188,-3.557726524,-3.1015638,-4.352077198,-0.52996116,-2.71048178,-4.593964214,-3.663716023,-8.294074248,-5.021467313,-2.757295121,-4.832647218,-7.243640156,-4.015697895,-6.584982715,-8.07506913,-2.016206474,-3.439106049,-2.888979592,-1.898974427,-1.320522521,2.698921877,0.48920306,-0.382751282,-2.408056094,-2.116521951,-2.12538419,-1.447862121,-1.750293388,-1.251798978,-0.86050393,1.902292751,1.79163727,2.133987918,-1.14329075,0.504151295,1.309123993,2.043758462,1.054524812,-0.671454644,-2.927105371,-2.873507575,-4.436597466,
Perú,PER,Capacidad de financiamiento neto (+)/necesidad de financiamiento neto (-) (UMN actual),GC.NLD.TOTL.CN,,,,,,,,,,,,,-3,-12,-10,-18,-32,-38,-85,-19,-142,-420,-557,-2343,-3064,-4563,-14734,-44988,-155000,-5956000,-441460000,-543800000,-1554080000,-2020350000,-1871990000,-1588100000,3659900000,757800000,-622300000,-4090300000,-3822100000,-3879400000,-2789900000,-3576497000,-2853288000,-2157705000,5521804190,5727738938,7526980843,-4160926656,2101221931,6192797959,10384970310,5733135044,-3833119699,-17703191826,-18585933202,-30580445915,
Perú,PER,Inversión neta en activos no financieros (% del PIB),GC.NFN.TOTL.GD.ZS,,,,,,,,,,,,,2.811908892,1.88021799,2.61037371,2.048205591,2.00122117,2.8567035,2.150438145,2.566127722,3.397646175,3.861117542,3.571629803,3.221343391,3.259692717,2.620729551,2.718733052,2.086563812,1.243570961,1.898323593,1.088541123,1.342160249,1.482678532,2.791243183,3.091936416,1.277367104,-1.261817324,1.588263775,2.331627569,2.413531223,1.761396358,1.2328587,0.755717703,1.436891018,1.184021761,1.342218713,1.049295943,1.12399706,1.279370032,1.749030952,2.066114602,2.014796241,1.642068714,1.617688848,2.00246724,1.717812996,0.99478919,,
Perú,PER,Inversión neta en activos no financieros (UMN actual),GC.NFN.TOTL.CN,,,,,,,,,,,,,10,8,14,14,18,35,42,92,178,353,543,910,1989,4337,8289,12959,48000,1717000,59510000,362000000,670000000,1952000000,3048000000,1536200000,-1711100000,2460300000,3790900000,4099600000,3180800000,2250300000,1456200000,2936100000,2698800000,3365600000,3045801827,3593339920,4512581182,6365475718,8611235082,9530973469,8343860176,8794888961,11431444682,10389367355,6434326325,,
Perú,PER,"Contracción neta de pasivos, total (% del PIB)",GC.LBL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.939781978,2.259265814,1.396597915,1.541891676,1.540807376,2.335755106,3.151040668,5.664571776,2.008525133,2.155825126,0.774995713,0.022634021,0.073257782,-1.005250834,0.843697208,-1.152220518,0.236652557,0.478190803,-1.104454327,-0.940984316,1.242074138,-0.935690554,-1.716842571,
Perú,PER,"Contracción neta de pasivos, total (UMN actual)",GC.LBL.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4738100000,3063700000,2163400000,2506900000,2617200000,4218000000,5751500000,10915120000,4104160000,4913880000,1943294000,65700000,234200000,-3545710689,3070576929,-4802270762,1119482554,2429835707,-6004586839,-5371778347,7512089230,-6052074572,-11833800967,
Perú,PER,"Deuda del gobierno central, total (% del PIB)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2462856,77.47082433,79.75925319,69.96125203,55.49153471,,,,,,,,,,,,32.53945754,28.52881839,26.07632235,26.40086588,23.68179134,20.72021657,19.21665946,18.39056333,19.31563373,22.56416335,23.21425366,,
Perú,PER,"Deuda del gobierno central, total (UMN a precios actuales)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10346000000,20895000000,36042000000,48926000000,54703000000,,,,,,,,,,,,94452608806,91204635384,91976143421,96084103293,98701917217,98016777294,97645803874,99983975660,1.10267E+11,1.36469E+11,1.5015E+11,,
Perú,PER,Adquisición neta de activos financieros (% del PIB),GC.AST.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.619259456,4.958187691,1.885800975,1.159140393,-0.867248718,0.219233155,1.025656478,4.216709654,0.258231745,0.904026148,-0.085505825,1.924926772,1.864895052,1.128737084,-0.299593543,-0.648069223,1.54577655,2.521949264,-0.049929515,-1.297588665,-1.259873711,-2.790449106,-5.174033204,
Perú,PER,Adquisición neta de activos financieros (UMN actual),GC.AST.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150000000,6723600000,2921200000,1884600000,-1473100000,395900000,1872100000,8125220000,527663000,2060592000,-214405000,5587504190,5961938938,3981270154,-1090349727,-2701048831,7312280513,12814806017,-271451794.7,-7407518459,-7619741400,-18048708532,-35663420846,
Perú,PER,Gasto en investigación y desarrollo (% del PIB),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perú,PER,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.45868492,,,28.97523308,,,42.60317993,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46733761,,,19.53568077,,,29.37110901,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.47570801,,,33.13838196,,,44.88757706,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.547685146,,,12.03591919,,,31.08882523,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.70263672,,,32.46889877,,,47.05163956,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.44541931,,,35.65865326,,,50.97298431,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56129265,,,22.49697304,,,34.435215,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66688728,,,37.77608109,,,52.98167419,
Perú,PER,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.127578735,,,15.72272968,,,27.02474594,
Perú,PER,Crédito interno al sector privado (% del PIB),FS.AST.PRVT.GD.ZS,12.53327547,13.64032652,13.96370232,14.61054076,14.6447628,15.52661849,15.19731914,15.37078303,14.6855814,14.44730746,13.94166572,15.08695929,16.84333427,17.55653548,16.01650726,16.16619413,15.19816299,13.84276896,12.14997552,10.90604282,14.68623015,17.86723939,19.89325447,22.75861406,22.67772648,17.1774108,15.40772833,15.13872167,15.14340402,12.42227304,11.74860367,9.161541369,10.73813329,12.07512964,14.01150346,16.49243741,21.61718508,24.94425616,28.75063044,29.45360564,26.76335519,23.80079018,22.54294538,20.32159014,18.22119787,19.36641483,17.75516294,21.41638306,25.92746913,25.43948102,25.36735493,27.14395836,34.04374682,37.71201983,40.84037671,43.83993383,42.86627586,42.33535731,
Perú,PER,Crédito interno proporcionado por el sector financiero (% del PIB),FS.AST.DOMS.GD.ZS,17.66052453,17.88684326,17.48300941,17.92640817,19.01249907,20.72623026,21.60582722,22.36235448,21.0373206,20.36305731,19.53919235,22.66161034,25.72896637,28.81434069,27.83777106,29.91843166,32.90897034,32.75414613,31.45783801,20.28635535,23.53728932,27.33299327,28.4428022,36.91305532,34.29953892,23.47392958,21.55077274,25.5192599,25.38798564,19.03381448,20.11747829,11.47250403,12.63087202,13.64534692,10.52201787,12.33928972,13.32050204,19.8175656,25.08106479,28.56828311,26.7688374,25.30683285,23.50483711,20.45933076,17.02843654,17.59970888,15.17104705,16.8777342,19.83390876,19.80825928,18.86886517,19.06273899,22.03557827,25.98945053,29.73651967,33.13267472,32.70461954,34.94558048,
Perú,PER,Créditos a otros sectores de la economía nacional (% del PIB),FS.AST.DOMO.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.09236023,24.99580954,30.45533874,30.81988748,30.83977233,32.8503683,34.47703516,38.36232356,41.71444496,44.71726341,43.80682677,43.31457969,
